year,total_app,nber11_inforce,nber12_inforce,nber13_inforce,nber14_inforce,nber15_inforce,nber19_inforce,nber21_inforce,nber22_inforce,nber23_inforce,nber24_inforce,nber25_inforce,nber31_inforce,nber32_inforce,nber33_inforce,nber39_inforce,nber41_inforce,nber42_inforce,nber43_inforce,nber44_inforce,nber45_inforce,nber46_inforce,nber49_inforce,nber51_inforce,nber52_inforce,nber53_inforce,nber54_inforce,nber55_inforce,nber59_inforce,nber61_inforce,nber62_inforce,nber63_inforce,nber64_inforce,nber65_inforce,nber66_inforce,nber67_inforce,nber68_inforce,nber69_inforce,nber70_inforce,nber80_inforce,nber1_inforce,nber2_inforce,nber3_inforce,nber4_inforce,nber5_inforce,nber6_inforce,nber7_inforce,nber8_inforce,total_inforce,nber11_inforce_max,nber12_inforce_max,nber13_inforce_max,nber14_inforce_max,nber15_inforce_max,nber19_inforce_max,nber21_inforce_max,nber22_inforce_max,nber23_inforce_max,nber24_inforce_max,nber25_inforce_max,nber31_inforce_max,nber32_inforce_max,nber33_inforce_max,nber39_inforce_max,nber41_inforce_max,nber42_inforce_max,nber43_inforce_max,nber44_inforce_max,nber45_inforce_max,nber46_inforce_max,nber49_inforce_max,nber51_inforce_max,nber52_inforce_max,nber53_inforce_max,nber54_inforce_max,nber55_inforce_max,nber59_inforce_max,nber61_inforce_max,nber62_inforce_max,nber63_inforce_max,nber64_inforce_max,nber65_inforce_max,nber66_inforce_max,nber67_inforce_max,nber68_inforce_max,nber69_inforce_max,nber70_inforce_max,nber80_inforce_max,nber1_inforce_max,nber2_inforce_max,nber3_inforce_max,nber4_inforce_max,nber5_inforce_max,nber6_inforce_max,nber7_inforce_max,nber8_inforce_max,total_inforce_max,nber11_iss,nber12_iss,nber13_iss,nber14_iss,nber15_iss,nber19_iss,nber21_iss,nber22_iss,nber23_iss,nber24_iss,nber25_iss,nber31_iss,nber32_iss,nber33_iss,nber39_iss,nber41_iss,nber42_iss,nber43_iss,nber44_iss,nber45_iss,nber46_iss,nber49_iss,nber51_iss,nber52_iss,nber53_iss,nber54_iss,nber55_iss,nber59_iss,nber61_iss,nber62_iss,nber63_iss,nber64_iss,nber65_iss,nber66_iss,nber67_iss,nber68_iss,nber69_iss,nber70_iss,nber80_iss,nber1_iss,nber2_iss,nber3_iss,nber4_iss,nber5_iss,nber6_iss,nber7_iss,nber8_iss,total_iss
1913,68117,2559,5717,3829,2809,492,26559,5852,1436,12,1104,0,718,3555,0,2304,8529,4882,4102,124,9580,22,5860,38233,14374,29610,1697,47202,63884,19024,5512,33204,11885,25426,22481,7643,14986,83281,1,0,41965,8404,6577,33099,195000,223442,1,0,508488,2559,5717,3829,2809,492,26559,5852,1436,12,1104,0,718,3555,0,2304,8529,4882,4102,124,9580,22,5860,38233,14374,29610,1697,47202,63884,19024,5512,33204,11885,25426,22481,7643,14986,83281,1,0,41965,8404,6577,33099,195000,223442,1,0,508488,167,345,211,226,63,1859,332,76,0,92,0,53,226,0,159,621,435,321,11,603,1,398,2354,944,2028,136,3643,3977,1266,289,2324,826,1589,1350,440,879,5671,0,0,2871,500,438,2390,13082,14634,0,0,33915
1914,67774,2648,5880,3929,2894,576,27683,6058,1468,16,1209,0,722,3676,0,2423,9093,5255,4322,134,9964,29,6041,39385,14829,30875,1802,49290,65760,19636,5775,34414,12357,25916,23022,7788,15381,86072,1,0,43610,8751,6821,34838,201941,230361,1,0,526323,2648,5880,3929,2894,576,27683,6058,1468,16,1209,0,722,3676,0,2423,9093,5255,4322,134,9964,29,6041,39385,14829,30875,1802,49290,65760,19636,5775,34414,12357,25916,23022,7788,15381,86072,1,0,43610,8751,6821,34838,201941,230361,1,0,526323,192,400,275,175,93,2083,548,85,4,112,0,40,241,0,194,807,594,390,20,757,7,489,2734,1084,2454,209,4115,4804,1455,463,2716,892,1792,1594,483,1194,6397,0,0,3218,749,475,3064,15400,16986,0,0,39892
1915,67138,2725,6146,3944,2902,633,29087,6571,1577,16,1315,0,752,3807,0,2511,9822,5741,4594,166,10537,42,6321,41101,15347,32534,1990,51671,68250,20308,6031,35805,12817,26622,23671,8042,16050,89621,0,0,45437,9479,7070,37223,210893,238967,0,0,549069,2725,6146,3944,2902,633,29087,6571,1577,16,1315,0,752,3807,0,2511,9822,5741,4594,166,10537,42,6321,41101,15347,32534,1990,51671,68250,20308,6031,35805,12817,26622,23671,8042,16050,89621,0,0,45437,9479,7070,37223,210893,238967,0,0,549069,189,497,214,159,70,2343,640,164,1,115,0,52,253,0,172,949,644,419,35,865,13,519,3074,1127,2780,230,4320,5266,1454,488,2825,917,1920,1660,570,1393,6783,0,0,3472,920,477,3444,16797,18010,0,0,43120
1916,68075,2756,6425,3790,2865,676,30210,7057,1665,18,1459,0,772,3896,0,2577,10625,6281,4885,202,10976,44,6529,42414,15788,33938,2190,53950,70910,21149,6292,36971,13209,27444,23947,8332,16813,92628,0,0,46722,10199,7245,39542,219190,246785,0,0,569683,2756,6425,3790,2865,676,30210,7057,1665,18,1459,0,772,3896,0,2577,10625,6281,4885,202,10976,44,6529,42414,15788,33938,2190,53950,70910,21149,6292,36971,13209,27444,23947,8332,16813,92628,0,0,46722,10199,7245,39542,219190,246785,0,0,569683,193,553,190,146,70,2345,695,171,2,168,0,57,235,0,189,1038,722,473,38,824,2,433,2965,1054,2652,246,4214,5748,1671,496,2867,977,2003,1444,641,1422,6948,0,0,3497,1036,481,3530,16879,18469,0,0,43892
1917,67590,2763,6712,3651,2801,721,31057,7487,1752,25,1604,1,796,3976,0,2635,11451,6810,5109,234,11380,48,6686,43300,16016,34985,2364,55849,72748,21734,6466,37880,13538,28171,24031,8542,17265,94821,0,0,47705,10869,7407,41718,225262,252448,0,0,585409,2763,6712,3651,2801,721,31057,7487,1752,25,1604,1,796,3976,0,2635,11451,6810,5109,234,11380,48,6686,43300,16016,34985,2364,55849,72748,21734,6466,37880,13538,28171,24031,8542,17265,94821,0,0,47705,10869,7407,41718,225262,252448,0,0,585409,175,579,172,157,82,2228,712,170,8,197,1,59,278,0,173,1098,757,421,38,885,4,417,2741,970,2510,237,3999,4912,1591,440,2704,865,1991,1341,565,1147,6305,0,0,3393,1088,510,3620,15369,16949,0,0,40929
1918,57347,2818,6917,3580,2790,756,32104,7751,1819,26,1728,1,821,4007,0,2705,12067,7205,5337,254,11734,50,6740,43923,16239,35794,2559,57790,74169,22202,6768,38741,13837,28877,24005,8702,17475,96590,0,0,48965,11325,7533,43387,230474,257197,0,0,598881,2818,6917,3580,2790,756,32104,7751,1819,26,1728,1,821,4007,0,2705,12067,7205,5337,254,11734,50,6740,43923,16239,35794,2559,57790,74169,22202,6768,38741,13837,28877,24005,8702,17475,96590,0,0,48965,11325,7533,43387,230474,257197,0,0,598881,183,498,174,149,61,2326,558,171,2,173,0,62,234,0,192,953,650,428,23,857,2,377,2589,997,2292,263,3919,4560,1412,563,2631,819,1882,1193,506,987,5765,0,0,3391,904,488,3290,14620,15758,0,0,38451
1919,76710,2823,7092,3505,2802,788,33123,7979,1815,27,1847,1,827,3987,0,2770,12571,7616,5439,279,12149,53,6826,44690,16597,36473,2711,59361,75179,22311,6761,38959,13957,29235,23879,8832,17653,97642,0,0,50133,11669,7584,44933,235011,259229,0,0,608559,2823,7092,3505,2802,788,33123,7979,1815,27,1847,1,827,3987,0,2770,12571,7616,5439,279,12149,53,6826,44690,16597,36473,2711,59361,75179,22311,6761,38959,13957,29235,23879,8832,17653,97642,0,0,50133,11669,7584,44933,235011,259229,0,0,608559,146,525,141,173,62,2485,510,138,2,157,0,39,211,0,206,909,614,378,26,945,3,407,2719,1118,2229,245,3892,4405,1107,470,2138,725,1592,1282,526,1010,5261,0,0,3532,807,456,3282,14608,14111,0,0,36796
1920,81915,2839,7238,3495,2768,810,33654,8140,1804,25,1994,1,823,3898,0,2810,13009,7944,5529,304,12342,53,6884,45093,16940,36790,2815,60384,75941,22272,6809,39142,14063,29630,23591,8888,17738,98132,0,0,50804,11964,7531,46065,237963,260265,0,0,614592,2839,7238,3495,2768,810,33654,8140,1804,25,1994,1,823,3898,0,2810,13009,7944,5529,304,12342,53,6884,45093,16940,36790,2815,60384,75941,22272,6809,39142,14063,29630,23591,8888,17738,98132,0,0,50804,11964,7531,46065,237963,260265,0,0,614592,183,517,185,111,47,2186,477,114,0,192,0,32,191,0,208,914,608,340,37,865,0,441,2729,1215,2168,230,3637,4476,1168,475,2326,758,1861,1334,529,999,5507,0,0,3229,783,431,3205,14455,14957,0,0,37060
1921,87467,2846,7463,3501,2776,861,34369,8121,1807,26,2130,2,870,3892,0,2844,13367,8205,5685,336,12581,51,6959,45452,17306,37202,2884,61621,76646,22368,7044,39530,14170,30049,23507,8924,17836,98895,0,0,51816,12086,7606,47184,241111,262323,0,0,622126,2846,7463,3501,2776,861,34369,8121,1807,26,2130,2,870,3892,0,2844,13367,8205,5685,336,12581,51,6959,45452,17306,37202,2884,61621,76646,22368,7044,39530,14170,30049,23507,8924,17836,98895,0,0,51816,12086,7606,47184,241111,262323,0,0,622126,154,587,188,150,73,2164,471,120,1,198,1,81,214,0,193,875,518,395,48,799,0,472,2767,1111,2205,189,3980,4523,1256,471,2492,744,1840,1329,532,962,5689,0,0,3316,791,488,3107,14775,15315,0,0,37792
1922,83962,2937,7771,3555,2862,930,35178,8152,1839,27,2275,2,883,3799,0,2854,13713,8592,5827,364,12748,53,7127,45997,17652,37637,3041,62813,77628,22370,7288,39974,14210,30386,23503,8911,18017,99797,0,0,53233,12295,7536,48424,244768,264456,0,0,630712,2937,7771,3555,2862,930,35178,8152,1839,27,2275,2,883,3799,0,2854,13713,8592,5827,364,12748,53,7127,45997,17652,37637,3041,62813,77628,22370,7288,39974,14210,30386,23503,8911,18017,99797,0,0,53233,12295,7536,48424,244768,264456,0,0,630712,205,635,265,232,91,2360,411,97,1,219,0,58,142,0,163,831,615,388,38,708,2,510,2929,1177,2149,216,3941,4758,1086,539,2280,754,1821,1349,517,1105,5769,0,0,3788,728,363,3092,15170,15220,0,0,38361
1923,76783,2960,7919,3577,2963,965,35805,8265,1865,28,2409,3,941,3741,0,2848,14104,9010,5995,403,12842,58,7292,46416,18099,38376,3146,63166,78049,22580,7288,40416,14067,30513,23661,8932,18418,100365,0,0,54189,12570,7530,49704,247252,266240,0,0,637485,2960,7919,3577,2963,965,35805,8265,1865,28,2409,3,941,3741,0,2848,14104,9010,5995,403,12842,58,7292,46416,18099,38376,3146,63166,78049,22580,7288,40416,14067,30513,23661,8932,18418,100365,0,0,54189,12570,7530,49704,247252,266240,0,0,637485,180,524,238,221,69,2259,537,99,2,202,1,88,193,0,149,891,641,400,40,619,6,451,3029,1306,2498,206,3465,4578,1337,420,2305,667,1733,1457,527,1337,5939,0,0,3491,841,430,3048,15082,15722,0,0,38614
1924,76987,3007,8100,3655,3051,1010,36493,8530,1926,29,2463,3,1007,3714,0,2922,14698,9548,6250,420,13043,66,7402,46802,18635,38999,3311,63218,78569,22675,7492,40941,14095,30520,23622,8983,18839,100832,0,0,55316,12951,7643,51427,249534,267999,0,0,644870,3007,8100,3655,3051,1010,36493,8530,1926,29,2463,3,1007,3714,0,2922,14698,9548,6250,420,13043,66,7402,46802,18635,38999,3311,63218,78569,22675,7492,40941,14095,30520,23622,8983,18839,100832,0,0,55316,12951,7643,51427,249534,267999,0,0,644870,191,570,289,230,66,2465,697,122,1,151,0,106,222,0,218,1252,759,493,21,925,8,512,3205,1458,2755,262,3297,5101,1372,600,2763,866,1852,1383,593,1377,6390,0,0,3811,971,546,3970,16078,17196,0,0,42572
1925,80208,3083,8390,3727,3162,1123,37616,9171,1953,28,2450,3,1070,3744,0,2949,15561,10129,6547,472,13293,80,7770,47980,19270,39863,3477,63724,79568,22892,8300,41508,14211,30870,24056,9179,18960,102388,0,0,57101,13605,7763,53852,253882,272364,0,0,658567,3083,8390,3727,3162,1123,37616,9171,1953,28,2450,3,1070,3744,0,2949,15561,10129,6547,472,13293,80,7770,47980,19270,39863,3477,63724,79568,22892,8300,41508,14211,30870,24056,9179,18960,102388,0,0,57101,13605,7763,53852,253882,272364,0,0,658567,222,649,269,270,132,2870,1020,115,0,119,0,120,277,0,156,1507,825,511,56,875,18,767,3483,1526,2828,269,3593,5122,1521,1130,2790,952,1893,1670,644,1125,7108,0,0,4412,1254,553,4559,16821,18833,0,0,46432
1926,81365,3187,8668,3756,3297,1202,38758,9544,1979,29,2487,3,1153,3827,0,2998,16291,10608,6874,533,13460,90,7842,48684,19534,40572,3600,63345,79937,22964,8773,42034,14275,30768,24171,9133,19092,103284,2,0,58868,14042,7978,55698,255672,274494,2,0,666754,3187,8668,3756,3297,1202,38758,9544,1979,29,2487,3,1153,3827,0,2998,16291,10608,6874,533,13460,90,7842,48684,19534,40572,3600,63345,79937,22964,8773,42034,14275,30768,24171,9133,19092,103284,2,0,58868,14042,7978,55698,255672,274494,2,0,666754,234,686,243,296,125,2977,830,123,1,139,0,145,340,0,164,1401,861,612,65,933,16,522,3470,1366,2683,241,3299,4770,1299,833,2691,888,1921,1608,600,1334,7030,2,0,4561,1093,649,4410,15829,18204,2,0,44748
1927,87219,3291,8845,3683,3413,1304,39489,9968,2014,28,2534,3,1242,3955,0,3032,17037,10968,7211,594,13627,100,8011,49030,19719,41379,3675,63466,79853,22920,9085,42311,14234,30562,24174,9180,19501,103887,2,0,60025,14547,8229,57548,257122,275854,2,0,673327,3291,8845,3683,3413,1304,39489,9968,2014,28,2534,3,1242,3955,0,3032,17037,10968,7211,594,13627,100,8011,49030,19719,41379,3675,63466,79853,22920,9085,42311,14234,30562,24174,9180,19501,103887,2,0,60025,14547,8229,57548,257122,275854,2,0,673327,246,533,164,283,130,2640,820,107,1,132,0,143,328,0,182,1489,768,596,73,830,13,518,3117,1231,2921,220,3121,4336,1245,724,2306,860,1707,1528,544,1331,6514,0,0,3996,1060,653,4287,14946,16759,0,0,41701
1928,87603,3369,8993,3621,3648,1474,40230,10478,2049,30,2567,3,1293,4091,0,3049,18039,11318,7494,633,13926,109,8365,49975,20294,42063,3763,62907,79912,22623,9464,42910,14174,30719,24499,9249,20047,105448,3,0,61335,15127,8433,59884,258914,279133,3,0,682829,3369,8993,3621,3648,1474,40230,10478,2049,30,2567,3,1293,4091,0,3049,18039,11318,7494,633,13926,109,8365,49975,20294,42063,3763,62907,79912,22623,9464,42910,14174,30719,24499,9249,20047,105448,3,0,61335,15127,8433,59884,258914,279133,3,0,682829,288,502,165,447,194,2668,868,109,3,102,0,96,298,0,163,1752,800,582,49,1002,14,694,3346,1503,2739,213,2791,4114,995,679,2495,806,1706,1623,547,1378,6625,1,0,4264,1082,557,4893,14706,16854,1,0,42357
1929,89752,3478,9216,3617,3919,1626,41529,11005,2066,32,2611,4,1347,4218,0,3073,19042,11591,7682,660,14361,124,8619,50512,20826,42690,3896,62169,79821,22492,9581,43491,14128,31082,24898,9351,20272,106868,3,0,63385,15718,8638,62079,259914,282163,3,0,691900,3478,9216,3617,3919,1626,41529,11005,2066,32,2611,4,1347,4218,0,3073,19042,11591,7682,660,14361,124,8619,50512,20826,42690,3896,62169,79821,22492,9581,43491,14128,31082,24898,9351,20272,106868,3,0,63385,15718,8638,62079,259914,282163,3,0,691900,330,616,234,494,198,3271,879,85,3,143,1,116,335,0,192,1755,780,535,42,1069,15,692,3261,1639,2799,284,2943,4371,1257,501,2838,812,1979,1752,587,1292,7167,0,0,5143,1111,643,4888,15297,18185,0,0,45267
1930,89554,3596,9534,3735,4204,1777,43286,11524,2077,37,2713,4,1424,4254,0,3040,20139,11858,7932,683,14828,143,8891,51424,21491,43473,4041,61555,80521,22471,9747,43879,14179,31167,25312,9575,20487,108207,3,0,66132,16355,8718,64474,262505,285024,3,0,703211,3596,9534,3735,4204,1777,43286,11524,2077,37,2713,4,1424,4254,0,3040,20139,11858,7932,683,14828,143,8891,51424,21491,43473,4041,61555,80521,22471,9747,43879,14179,31167,25312,9575,20487,108207,3,0,66132,16355,8718,64474,262505,285024,3,0,703211,285,663,329,511,214,3616,851,87,5,194,0,130,262,0,126,1718,702,571,34,1070,20,670,3266,1609,2811,281,3029,4677,1245,455,2712,877,1674,1764,664,1094,7010,0,0,5618,1137,518,4785,15673,17495,0,0,45226
1931,79740,3706,9909,3844,4753,1947,45215,11951,2143,34,2857,4,1494,4265,0,3001,21173,12068,8195,693,15140,147,9132,52602,22127,44136,4284,61051,80844,22457,9742,44080,14360,31254,25627,10079,20569,110189,3,0,69374,16989,8760,66548,265044,288357,3,0,715075,3706,9909,3844,4753,1947,45215,11951,2143,34,2857,4,1494,4265,0,3001,21173,12068,8195,693,15140,147,9132,52602,22127,44136,4284,61051,80844,22457,9742,44080,14360,31254,25627,10079,20569,110189,3,0,69374,16989,8760,66548,265044,288357,3,0,715075,302,775,384,724,263,4012,975,151,1,256,0,110,252,0,155,1841,804,653,30,1069,11,730,3912,1720,3117,452,3611,5127,1441,458,2917,1073,1879,1909,987,1276,8379,0,0,6460,1383,517,5138,17939,20319,0,0,51756
1932,67006,3888,10200,3979,5676,2205,47354,12311,2136,38,3011,5,1598,4297,0,2981,22111,12251,8501,715,15567,152,9359,53710,22904,44544,4531,59966,80592,22653,9740,44093,14660,31295,25849,10453,20500,111584,3,0,73302,17501,8876,68656,266247,290827,3,0,725412,3888,10200,3979,5676,2205,47354,12311,2136,38,3011,5,1598,4297,0,2981,22111,12251,8501,715,15567,152,9359,53710,22904,44544,4531,59966,80592,22653,9740,44093,14660,31295,25849,10453,20500,111584,3,0,73302,17501,8876,68656,266247,290827,3,0,725412,371,788,349,1082,328,4482,1000,157,5,269,1,156,285,0,152,1887,827,725,57,1292,18,746,4182,1904,3188,477,3235,5014,1650,486,2838,1217,1961,1882,944,1324,8178,0,0,7400,1432,593,5552,18000,20480,0,0,53457
1933,56558,4059,10498,4132,6665,2529,49375,12626,2102,39,3065,6,1740,4352,0,2940,22971,12432,8759,768,16141,181,9664,54473,23811,44912,4768,57923,79458,22371,9709,43554,14499,30886,25999,10626,20567,111691,3,0,77258,17838,9032,70916,265345,289902,3,0,730294,4059,10498,4132,6665,2529,49375,12626,2102,39,3065,6,1740,4352,0,2940,22971,12432,8759,768,16141,181,9664,54473,23811,44912,4768,57923,79458,22371,9709,43554,14499,30886,25999,10626,20567,111691,3,0,77258,17838,9032,70916,265345,289902,3,0,730294,364,851,343,1135,394,4366,1010,137,3,222,1,199,290,0,148,1898,903,731,91,1398,31,738,3728,1961,3020,483,2171,4614,1389,465,2328,816,1594,1594,814,1489,7055,0,0,7453,1373,637,5790,15977,17544,0,0,48774
1934,56643,4219,10713,4260,7488,2781,51118,12733,2051,33,3059,5,1839,4346,0,2933,23673,12625,9005,850,16458,187,9962,55449,24558,44978,5041,55636,78140,22052,9729,42980,14199,30378,26123,10756,20779,111724,5,0,80579,17881,9118,72760,263802,288720,5,0,732865,4219,10713,4260,7488,2781,51118,12733,2051,33,3059,5,1839,4346,0,2933,23673,12625,9005,850,16458,187,9962,55449,24558,44978,5041,55636,78140,22052,9729,42980,14199,30378,26123,10756,20779,111724,5,0,80579,17881,9118,72760,263802,288720,5,0,732865,340,810,306,983,337,4016,845,123,2,197,0,158,276,0,172,1824,963,677,120,1224,10,735,3785,1736,2622,516,1802,3702,1307,468,2202,580,1532,1486,711,1382,6468,2,0,6792,1167,606,5553,14163,16136,2,0,44419
1935,58117,4338,10993,4317,8432,3099,52262,13132,2007,36,3075,7,1964,4436,0,2901,24113,12899,9209,912,16647,199,10284,55952,24944,45191,5156,53641,76951,21871,9705,42907,14052,29899,26274,10866,21197,112076,7,0,83441,18257,9301,74263,261835,288847,7,0,735951,4338,10993,4317,8432,3099,52262,13132,2007,36,3075,7,1964,4436,0,2901,24113,12899,9209,912,16647,199,10284,55952,24944,45191,5156,53641,76951,21871,9705,42907,14052,29899,26274,10866,21197,112076,7,0,83441,18257,9301,74263,261835,288847,7,0,735951,297,762,225,1090,376,3425,931,123,5,183,2,187,320,0,154,1369,911,622,85,1024,14,679,3024,1364,2459,372,1834,3263,1196,531,2486,657,1354,1323,600,1382,5987,2,0,6175,1244,661,4704,12316,15516,2,0,40618
1936,62599,4512,11269,4379,9379,3433,53317,13677,2010,41,3095,7,2104,4500,0,2880,24577,13109,9541,979,16571,203,10461,56013,25301,45482,5241,51613,75708,21775,9659,43179,14047,29584,26100,10925,21361,112897,8,0,86289,18830,9484,75441,259358,289527,8,0,738937,4512,11269,4379,9379,3433,53317,13677,2010,41,3095,7,2104,4500,0,2880,24577,13109,9541,979,16571,203,10461,56013,25301,45482,5241,51613,75708,21775,9659,43179,14047,29584,26100,10925,21361,112897,8,0,86289,18830,9484,75441,259358,289527,8,0,738937,320,801,203,1120,396,3540,1055,141,7,177,0,179,275,0,185,1373,824,710,93,869,7,584,2780,1475,2520,330,1864,3162,1011,424,2410,720,1277,1108,585,1174,6082,1,0,6380,1380,639,4460,12131,14791,1,0,39782
1937,65324,4695,11496,4393,10365,3763,54554,14177,2010,44,3102,8,2287,4618,0,2824,25041,13353,9785,1028,16601,209,10526,55852,25429,45642,5308,49733,74207,21678,9615,43156,13926,29021,25750,10975,21415,112966,8,0,89266,19341,9729,76543,256171,288502,8,0,739560,4695,11496,4393,10365,3763,54554,14177,2010,44,3102,8,2287,4618,0,2824,25041,13353,9785,1028,16601,209,10526,55852,25429,45642,5308,49733,74207,21678,9615,43156,13926,29021,25750,10975,21415,112966,8,0,89266,19341,9729,76543,256171,288502,8,0,739560,366,744,199,1097,377,3423,977,114,3,199,1,215,309,0,152,1378,852,584,86,895,6,506,2568,1343,2328,297,1757,2975,1071,431,2303,637,1298,984,579,1053,5576,0,0,6206,1294,676,4307,11268,13932,0,0,37683
1938,66874,4923,11643,4387,11391,4140,55632,14685,2053,47,3028,11,2402,4685,0,2766,25575,13700,9992,1109,16678,230,10594,55848,25754,45714,5436,47521,72719,21519,9531,42984,13855,28469,25453,10925,21500,112922,8,0,92116,19824,9853,77878,252992,287158,8,0,739829,4923,11643,4387,11391,4140,55632,14685,2053,47,3028,11,2402,4685,0,2766,25575,13700,9992,1109,16678,230,10594,55848,25754,45714,5436,47521,72719,21519,9531,42984,13855,28469,25453,10925,21500,112922,8,0,92116,19824,9853,77878,252992,287158,8,0,739829,382,734,182,1176,450,3242,979,163,4,124,4,196,281,0,135,1409,865,602,129,876,21,540,2763,1436,2277,317,1768,3035,1097,387,2320,673,1288,1032,482,1047,5645,0,0,6166,1274,612,4442,11596,13971,0,0,38061
1939,64093,5069,11749,4325,12420,4538,56795,15418,2153,53,2968,13,2585,4795,0,2728,26543,14099,10307,1183,17056,253,10846,56056,26254,46165,5602,45497,71413,21840,9468,43155,13951,28033,25217,11026,21498,113460,8,0,94896,20605,10108,80287,250987,287648,8,0,744539,5069,11749,4325,12420,4538,56795,15418,2153,53,2968,13,2585,4795,0,2728,26543,14099,10307,1183,17056,253,10846,56056,26254,46165,5602,45497,71413,21840,9468,43155,13951,28033,25217,11026,21498,113460,8,0,94896,20605,10108,80287,250987,287648,8,0,744539,351,741,203,1261,489,3523,1144,197,7,159,2,241,252,0,125,1799,1014,703,112,1086,25,762,3137,1677,2600,382,1917,3452,1407,476,2451,850,1385,1113,618,1103,6307,0,0,6568,1509,618,5501,13165,15710,0,0,43071
1940,60863,5320,11951,4352,13503,4976,58052,16089,2261,56,2902,15,2725,4896,0,2700,27411,14411,10584,1289,17457,272,11158,56138,26451,46045,5762,43826,70212,21814,9542,42991,14139,27546,24844,11147,21009,113524,9,0,98154,21323,10321,82582,248434,286556,9,0,747379,5320,11951,4352,13503,4976,58052,16089,2261,56,2902,15,2725,4896,0,2700,27411,14411,10584,1289,17457,272,11158,56138,26451,46045,5762,43826,70212,21814,9542,42991,14139,27546,24844,11147,21009,113524,9,0,98154,21323,10321,82582,248434,286556,9,0,747379,435,738,269,1306,507,3552,1226,208,5,136,3,229,301,0,125,1777,969,684,146,1044,25,767,3178,1532,2427,380,1872,3471,1335,504,2188,867,1282,1104,655,869,6120,1,0,6807,1578,655,5412,12860,14924,1,0,42237
1941,52339,5444,12150,4281,14515,5393,58747,16671,2323,57,2941,17,2780,5016,0,2661,28168,14578,10787,1404,17713,284,11489,56126,26496,45781,5866,42338,68720,21745,9350,42452,14003,27192,24474,11179,20450,113098,9,0,100530,22009,10457,84423,245327,283943,9,0,746698,5444,12150,4281,14515,5393,58747,16671,2323,57,2941,17,2780,5016,0,2661,28168,14578,10787,1404,17713,284,11489,56126,26496,45781,5866,42338,68720,21745,9350,42452,14003,27192,24474,11179,20450,113098,9,0,100530,22009,10457,84423,245327,283943,9,0,746698,311,757,214,1240,483,3124,1261,183,2,190,2,160,335,0,175,1991,910,689,136,1157,20,839,3126,1474,2442,352,1731,3515,1279,398,2177,718,1462,993,618,797,5847,0,0,6129,1638,670,5742,12640,14289,0,0,41108
1942,45549,5483,12269,4183,15363,5864,59117,16919,2390,61,3024,18,2846,5001,0,2624,28646,14601,11041,1467,17985,285,11588,55695,26466,45037,5916,39994,66736,21248,8512,41648,13637,26603,23699,11203,20229,111308,9,0,102279,22412,10471,85613,239844,278087,9,0,738715,5483,12269,4183,15363,5864,59117,16919,2390,61,3024,18,2846,5001,0,2624,28646,14601,11041,1467,17985,285,11588,55695,26466,45037,5916,39994,66736,21248,8512,41648,13637,26603,23699,11203,20229,111308,9,0,102279,22412,10471,85613,239844,278087,9,0,738715,261,768,171,1118,603,3240,1268,182,4,202,1,186,262,0,119,1985,848,765,119,1147,19,866,3052,1496,2084,319,1249,3138,1024,292,1986,586,1304,895,668,904,5318,0,0,6161,1657,567,5749,11338,12977,0,0,38449
1943,45493,5476,12233,4074,16030,6355,59170,16802,2393,64,3031,20,2860,4862,0,2568,28460,14315,11106,1514,17862,287,11633,54784,26111,43908,5945,37870,64610,20869,7910,40576,13416,25710,22685,11115,19808,108582,7,0,103338,22310,10290,85177,233228,270671,7,0,725021,5476,12233,4074,16030,6355,59170,16802,2393,64,3031,20,2860,4862,0,2568,28460,14315,11106,1514,17862,287,11633,54784,26111,43908,5945,37870,64610,20869,7910,40576,13416,25710,22685,11115,19808,108582,7,0,103338,22310,10290,85177,233228,270671,7,0,725021,227,650,134,963,616,3030,713,126,4,146,2,159,201,0,108,1215,575,677,112,810,18,567,2559,1011,1554,270,1175,2644,920,231,1619,667,1028,594,512,913,4304,0,0,5620,991,468,3974,9213,10788,0,0,31054
1944,54190,5413,12370,4034,16713,6731,59513,16678,2442,66,3035,20,2935,4693,0,2458,27967,13987,11176,1569,17721,296,11573,54158,25882,42408,5976,35897,62907,20357,7350,39630,13064,24741,21834,11004,19222,105546,7,0,104774,22241,10086,84289,227228,262748,7,0,711373,5413,12370,4034,16713,6731,59513,16678,2442,66,3035,20,2935,4693,0,2458,27967,13987,11176,1569,17721,296,11573,54158,25882,42408,5976,35897,62907,20357,7350,39630,13064,24741,21834,11004,19222,105546,7,0,104774,22241,10086,84289,227228,262748,7,0,711373,183,670,124,966,506,2983,696,156,3,136,0,218,159,0,72,996,440,666,128,689,22,458,2491,1002,1421,251,1148,2633,733,164,1360,508,738,677,433,745,3478,0,0,5432,991,449,3399,8946,8836,0,0,28053
